iter	Passed	Remaining
222	19464	67821
223	19531	67662
224	19617	67570
225	19701	67472
226	19775	67339
227	19865	67263
228	19962	67208
229	20045	67107
230	20124	66994
231	20207	66893
232	20281	66763
233	20357	66640
234	20441	66542
235	20509	66394
236	20603	66329
237	20672	66188
238	20764	66117
239	20874	66101
240	20944	65961
241	21024	65852
242	21073	65649
243	21158	65556
244	21205	65346
245	21246	65121
246	21297	64925
247	21338	64702
248	21388	64508
249	21442	64328
250	21497	64149
251	21552	63972
252	21600	63777
253	21645	63573
254	21700	63400
255	21754	63222
256	21804	63038
257	21854	62853
258	21916	62703
259	21970	62530
260	22032	62382
261	22084	62207
262	22146	62061
263	22204	61902
264	22266	61757
265	22319	61587
266	22378	61435
267	22427	61257
268	22480	61090
269	22542	60948
270	22597	60787
271	22684	60714
272	22767	60631
273	22846	60534
274	22925	60439
275	22994	60318
276	23062	60196
277	23176	60191
278	23253	60091
279	23327	59984
280	23389	59847
281	23469	59755
282	23547	59658
283	23623	59557
284	23680	59408
285	23727	59236
286	23778	59073
287	23839	58937
288	23888	58771
289	23938	58607
290	23988	58446
291	24029	58263
292	24081	58107
293	24135	57957
294	24183	57793
295	24222	57609
296	24272	57452
297	24331	57318
298	24377	57153
299	24444	57037
300	24517	56935
301	24581	56814
302	24648	56698
303	24749	56662
304	24844	56613
305	24903	56481
306	24967	56358
307	25017	56208
308	25080	56087
309	25137	55952
310	25189	55804
311	25241	55659
312	25298	55528
313	25357	55399
314	25409	55256
315	25476	55145
316	25542	55033
317	25596	54894
318	25671	54804
319	25720	54655
320	25779	54530
321	25877	54486
322	25992	54479
323	26069	54391
324	26141	54294
325	26225	54219
326	26305	54138
327	26377	54042
328	26452	53951
329	26539	53882
330	26587	53738
331	26638	53597
332	26700	53481
333	26749	53338
334	26798	53197
335	26856	53073
336	26908	52939
337	26968	52820
338	27041	52726
339	27136	52676
340	27201	52568
341	27279	52484
342	27365	52416
343	27424	52297
344	27491	52194
345	27547	52069
346	27607	51953
347	27668	51838
348	27719	51705
349	27777	51586
350	27842	51480
351	27931	51419
352	28041	51396
353	28184	51433
354	28375	51555
355	28627	51786
356	28828	51923
357	28995	51997
358	29242	52213
359	29440	52338
360	29661	52503
361	29763	52455
362	29909	52485
363	30029	52469
364	30137	52431
365	30243	52388
366	30334	52321
367	30393	52198
368	30455	52078
369	30540	52001
370	30601	51882
371	30688	51807
372	30858	51872
373	30990	51872
374	31124	51874
375	31256	51872
376	31442	51959
377	31656	52090
378	31834	52161
379	32021	52245
380	32123	52189
381	32213	52114
382	32298	52032
383	32389	51958
384	32484	51890
385	32568	51806
386	32735	51852
387	32917	51922
388	33105	51999
389	33268	52035
390	33328	51911
391	33400	51805
392	33487	51722
393	33552	51606
394	33620	51495
395	33676	51364
396	33744	51253
397	33803	51129
398	33931	51110
399	34150	51226
400	34302	51240
401	34426	51210
402	34495	51101
403	34545	50963
404	34616	50856
405	34680	50739
406	34732	50605
407	34795	50487
408	34847	50354
409	34906	50231
410	34964	50107
411	35043	50013
412	35103	49892
413	35158	49765
414	35217	49643
415	35269	49513
416	35324	49387
417	35382	49265
418	35460	49171
419	35509	49036
420	35570	48919
421	35655	48836
422	35734	48744
423	35832	48677
424	35908	48582
425	35985	48487
426	36049	48375
427	36141	48301
428	36214	48202
429	36283	48096
430	36348	47986
431	36400	47859
432	36482	47772
433	36530	47641
434	36598	47536
435	36664	47428
436	36750	47346
437	36947	47407
438	37102	47413
439	37169	47307
440	37228	47190
441	37286	47072
442	37346	46956
443	37407	46843
444	37463	46724
445	37516	46601
446	37569	46478
447	37648	46387
448	37737	46310
449	37788	46185
450	37967	46217
451	38096	46187
452	38243	46178
453	38400	46182
454	38543	46166
455	38760	46240
456	38823	46129
457	38878	46009
458	38933	45889
459	38998	45781
460	39116	45735
461	39207	45657
462	39327	45613
463	39450	45571
464	39507	45454
465	39556	45328
466	39637	45238
467	39702	45131
468	39787	45047
469	39853	44941
470	39931	44848
471	40050	44802
472	40092	44669
473	40135	44538
474	40199	44430
475	40266	44326
476	40344	44235
477	40411	44131
478	40465	44014
479	40518	43894
480	40568	43773
481	40633	43667
482	40684	43548
483	40734	43427
484	40789	43312
485	40866	43220
486	40908	43092
487	40948	42962
488	41011	42856
489	41059	42735
490	41099	42606
491	41145	42483
492	41198	42368
493	41301	42305
494	41428	42265
495	41565	42235
496	41631	42133
497	41700	42035
498	41766	41933
499	41821	41821
500	41886	41719
501	41949	41615
502	42018	41517
503	42083	41415
504	42145	41311
505	42220	41219
506	42287	41119
507	42423	41087
508	42534	41030
509	42618	40946
510	42714	40875
511	42802	40796
512	42955	40778
513	43087	40740
514	43198	40682
515	43317	40631
516	43450	40592
517	43538	40512
518	43598	40406
519	43692	40331
520	43751	40224
521	43802	40110
522	43858	40000
523	43911	39889
524	43964	39777
525	44026	39674
526	44081	39564
527	44145	39463
528	44206	39359
529	44257	39247
530	44319	39144
531	44405	39063
532	44460	38955
533	44523	38853
534	44586	38752
535	44638	38642
536	44705	38544
537	44760	38437
538	44812	38327
539	44885	38236
540	44934	38123
541	44989	38017
542	45049	37914
543	45102	37806
544	45163	37705
545	45238	37615
546	45292	37508
547	45354	37408
548	45412	37306
549	45455	37190
550	45513	37088
551	45562	36978
552	45614	36871
553	45663	36761
554	45731	36667
555	45775	36554
556	45818	36440
557	45864	36330
558	45917	36224
559	45983	36129
560	46049	36034
561	46101	35929
562	46156	35826
563	46212	35724
564	46264	35619
565	46324	35521
566	46407	35439
567	46457	35333
568	46530	35245
569	46587	35144
570	46640	35041
571	46690	34936
572	46755	34842
573	46807	34738
574	46861	34636
575	46921	34539
576	46962	34428
577	47016	34327
578	47069	34225
579	47115	34117
580	47161	34011
581	47209	33906
582	47262	33805
583	47327	33712
584	47379	33610
585	47430	33509
586	47481	33406
587	47547	33315
588	47596	33212
589	47656	33117
590	47703	33013
591	47773	32924
592	47828	32826
593	47874	32722
594	47923	32620
595	47972	32518
596	48027	32420
597	48086	32325
598	48139	32227
599	48195	32130
600	48265	32043
601	48348	31964
602	48411	31872
603	48469	31777
604	48529	31684
605	48586	31589
606	48634	31487
607	48682	31387
608	48734	31289
609	48782	31188
610	48826	31086
611	48877	30987
612	48961	30910
613	49049	30835
614	49159	30774
615	49229	30688
616	49341	30628
617	49402	30536
618	49467	30447
619	49535	30360
620	49586	30262
621	49637	30165
622	49678	30062
623	49730	29965
624	49779	29867
625	49840	29776
626	49897	29683
627	49996	29616
628	50087	29542
629	50143	29449
630	50230	29373
631	50322	29301
632	50414	29229
633	50641	29234
634	50791	29195
635	50934	29151
636	51213	29184
637	51382	29154
638	51516	29104
639	51714	29089
640	51880	29056
641	52028	29012
642	52180	28971
643	52427	28981
644	52664	28985
645	52835	28953
646	52946	28887
647	53049	28817
648	53149	28745
649	53313	28707
650	53400	28627
651	53544	28578
652	53694	28533
653	53842	28485
654	53974	28429
655	54141	28391
656	54411	28406
657	54596	28376
658	54711	28310
659	54805	28233
660	54922	28167
661	55046	28105
662	55165	28040
663	55275	27970
664	55409	27913
665	55511	27839
666	55586	27751
667	55668	27667
668	55738	27577
669	55823	27495
670	55975	27445
671	56073	27369
672	56186	27300
673	56290	27226
674	56428	27169
675	56541	27099
676	56620	27014
677	56678	26918
678	56730	26819
679	56792	26725
680	56882	26645
681	57064	26607
682	57178	26538
683	57310	26476
684	57590	26483
685	57763	26439
686	57947	26401
687	58179	26383
688	58395	26358
689	58559	26309
690	58680	26240
691	58814	26177
692	58941	26111
693	59138	26075
694	59290	26019
695	59524	25999
696	59647	25930
697	59789	25868
698	60039	25854
699	60308	25846
700	60530	25818
701	60836	25825
702	60987	25765
703	61122	25699
704	61234	25623
705	61398	25568
706	61656	25552
707	61852	25509
708	61964	25432
709	62068	25351
710	62147	25261
711	62238	25175
712	62342	25094
713	62446	25013
714	62539	24928
715	62629	24841
716	62710	24751
717	62772	24654
718	62844	24561
719	62912	24465
720	62976	24369
721	63054	24278
722	63111	24179
723	63167	24080
724	63285	24004
725	63387	23923
726	63505	23847
727	63608	23765
728	63724	23689
729	63790	23593
730	63846	23494
731	63914	23400
732	63983	23306
733	64080	23222
734	64142	23126
735	64228	23038
736	64311	22949
737	64369	22852
738	64435	22757
739	64495	22660
740	64557	22564
741	64612	22466
742	64677	22371
743	64744	22277
744	64801	22180
745	64861	22084
746	64911	21984
747	64972	21889
748	65023	21790
749	65087	21695
750	65136	21596
751	65189	21498
752	65239	21399
753	65289	21301
754	65335	21201
755	65417	21113
756	65464	21014
757	65518	20917
758	65571	20820
759	65623	20723
760	65682	20628
761	65736	20531
762	65797	20437
763	65853	20342
764	65915	20248
765	65970	20152
766	66047	20064
767	66096	19966
768	66174	19878
769	66250	19788
770	66303	19693
771	66363	19599
772	66426	19506
773	66489	19414
774	66546	19319
775	66604	19225
776	66665	19133
777	66730	19041
778	66794	18949
779	66854	18856
780	66926	18766
781	66991	18675
782	67062	18585
783	67123	18493
784	67190	18402
785	67261	18313
786	67322	18220
787	67375	18126
788	67468	18042
789	67556	17958
790	67610	17864
791	67688	17776
792	67757	17687
793	67820	17595
794	67921	17514
795	67973	17420
796	68056	17334
797	68135	17247
798	68187	17153
799	68271	17067
800	68322	16974
801	68384	16882
802	68449	16792
803	68502	16699
804	68599	16617
805	68663	16526
806	68719	16434
807	68819	16353
808	68947	16278
809	69032	16192
810	69098	16103
811	69179	16017
812	69290	15937
813	69350	15846
814	69417	15757
815	69468	15664
816	69519	15571
817	69564	15477
818	69626	15387
819	69676	15294
820	69732	15203
821	69799	15114
822	69842	15020
823	69890	14928
824	69945	14837
825	69999	14745
826	70054	14654
827	70135	14569
828	70223	14485
829	70313	14401
830	70388	14314
831	70469	14229
832	70536	14141
833	70603	14052
834	70684	13967
835	70769	13883
836	70846	13796
837	70933	13712
838	71020	13628
839	71099	13542
840	71217	13464
841	71279	13375
842	71335	13285
843	71389	13195
844	71444	13105
845	71492	13014
846	71535	12921
847	71575	12829
848	71635	12740
849	71680	12649
850	71726	12558
851	71773	12467
852	71834	12379
853	71876	12287
854	71919	12196
855	71969	12106
856	72026	12018
857	72071	11927
858	72116	11837
859	72166	11747
860	72211	11657
861	72278	11571
862	72336	11483
863	72389	11394
864	72435	11304
865	72489	11216
866	72536	11127
867	72587	11038
868	72654	10952
869	72705	10864
870	72766	10777
871	72834	10691
872	72918	10607
873	72998	10523
874	73052	10436
875	73120	10350
876	73194	10265
877	73247	10177
878	73310	10091
879	73364	10004
880	73434	9919
881	73484	9831
882	73546	9745
883	73593	9657
884	73654	9570
885	73700	9482
886	73761	9396
887	73815	9310
888	73874	9223
889	73924	9136
890	73973	9049
891	74041	8964
892	74085	8876
893	74157	8792
894	74212	8706
895	74263	8619
896	74311	8532
897	74366	8446
898	74419	8360
899	74475	8275
900	74525	8188
901	74569	8101
902	74626	8016
903	74675	7930
904	74718	7843
905	74767	7757
906	74815	7671
907	74868	7585
908	74911	7499
909	74963	7414
910	75025	7329
911	75086	7245
912	75164	7162
913	75249	7080
914	75321	6997
915	75371	6911
916	75439	6828
917	75498	6743
918	75575	6661
919	75629	6576
920	75695	6492
921	75758	6409
922	75813	6324
923	75888	6241
924	75946	6157
925	76006	6073
926	76056	5989
927	76124	5906
928	76205	5824
929	76272	5740
930	76339	5657
931	76391	5573
932	76458	5490
933	76511	5406
934	76562	5322
935	76622	5239
936	76670	5155
937	76722	5071
938	76773	4987
939	76836	4904
940	76881	4820
941	76932	4736
942	76985	4653
943	77040	4570
944	77088	4486
945	77147	4403
946	77202	4320
947	77260	4237
948	77324	4155
949	77379	4072
950	77428	3989
951	77502	3907
952	77556	3824
953	77605	3741
954	77682	3660
955	77727	3577
956	77786	3495
957	77843	3412
958	77899	3330
959	77942	3247
960	78015	3166
961	78069	3083
962	78134	3002
963	78205	2920
964	78254	2838
965	78322	2756
966	78376	2674
967	78431	2592
968	78481	2510
969	78545	2429
970	78595	2347
971	78649	2265
972	78699	2183
973	78762	2102
974	78809	2020
975	78882	1939
976	78931	1858
977	78989	1776
978	79046	1695
979	79116	1614
980	79266	1535
981	79383	1455
982	79557	1375
983	79683	1295
984	79777	1214
985	79860	1133
986	79954	1053
987	80030	972
988	80107	890
989	80182	809
990	80278	729
991	80345	647
992	80405	566
993	80464	485
994	80518	404
995	80566	323
996	80620	242
997	80672	161
998	80727	80
999	80793	0
